x;y;vx;vy;m;d;r;g;b
-254.44180532600794;-889.447476961662;-0.3402720833747871;0.16807652172826631;55.275638223934926;4.726195849657409;83;78;91
186.94793000376532;-1638.8534231267672;-3.8524641278471004;-3.031624670568957;200.34088129406103;7.259783217300112;211;67;98
-441.0732044127041;-771.4047389675969;0.2613969097041269;1.6948147454641034;226.67510541877363;7.5648746244164;149;93;90
-1259.3709808660788;3.157689000416626;0.5442680778176803;0.29328368964346346;1362.979358182503;13.75614944989443;137;107;108
1604.3065186722522;1763.3986779547301;0.35335965586721046;-1.5329083231530358;303.23281135470097;8.335388696653437;169;225;33
658.2632351308764;-32.16684334799434;-0.9659115960364693;0.6209329129240078;325.1754064132072;8.531780816672669;238;218;103
632.4034827053067;-1954.3558974976174;1.3312993906471662;1.889499938752103;901.9066277299363;11.987289263701147;209;13;70
1511.2131809318032;-387.95373308975667;-2.406289176406998;-0.5906229519860725;19.983620236667996;3.3668609599967043;96;133;22
989.7593718935864;-954.4086687857414;0.31292532859556094;0.07178349458025436;657.7642162224575;10.790060347446271;124;192;233
-1028.0014878597954;1409.9360382092707;0.14800123805639662;-0.3785910376953534;531.8804900631923;10.052447477091674;190;243;115
-662.2792821041835;680.3829571459829;-2.2436869804194175;-1.53334127867153;95.90049271663877;5.679028812263488;192;46;7
-389.3117637020114;-1623.934867157538;0.04630838670280499;0.8373701686576123;314.359250512342;8.436115960237204;233;111;45
1704.1651225577202;1939.917693730101;-0.03731165227790089;-1.4928824722015854;280.20474739671243;8.118808335360349;92;1;85
726.7914998844687;382.2825142880693;-0.2381853348615322;0.21469095738105384;1681.6437485002402;14.75406836908005;187;152;123
1408.6312325384602;1542.7030886915143;-0.6006917191700069;-0.5543705473336243;248.18110505608527;7.7969251293353;13;213;218
-6.080625725528499;1559.7762561700151;0.09314733402421267;-4.138674587434316;73.16505895424335;5.18921543884375;32;128;216
1730.1316547947229;-1568.6108760759062;-1.6565549761780416;-0.2114174913541065;1123.3463204576294;12.897484509330917;73;228;51
954.1362389150493;1821.361737469671;-0.13824520370404095;-1.4927131639950633;611.0048366924804;10.528067852466283;124;74;24
1652.7873204400357;-235.01278159090455;-1.3835367923750705;0.4017264402170961;434.8871450218136;9.399959505665764;218;255;157
1186.7342028761907;-895.0922194080576;-2.962638564596013;0.21783831887968694;81.08552940147435;5.370090170101835;195;233;122
487.6853857235228;2018.0600028605645;-0.17778056072416507;-1.3885928525230677;1690.4605396523411;14.779808434123568;184;213;71
