x;y;vx;vy;m;d;r;g;b
-254.1471145084828;-889.5519123922318;-0.11694200268721651;0.020218872679507293;55.275638223934926;4.726195849657409;83;78;91
190.03944960976452;-1636.6122446166578;-1.1281167965761918;-0.7622492944698985;200.34088129406103;7.259783217300112;211;67;98
-441.23519602772814;-772.7184087406937;-0.013084797749622876;0.362366831767574;226.67510541877363;7.5648746244164;149;93;90
-1259.7977913138034;2.919620242722872;0.12208941363091314;0.07955962229365257;1362.979358182503;13.75614944989443;137;107;108
1604.0452371643862;1764.5955511620627;0.04607630636889189;-0.32866102620409743;303.23281135470097;8.335388696653437;169;225;33
659.0818991675823;-32.7139808909649;-0.31789955172495343;0.2414638347175049;325.1754064132072;8.531780816672669;238;218;103
631.3939770891261;-1955.879959343913;0.3108561494245035;0.5115466837750009;901.9066277299363;11.987289263701147;209;13;70
1513.3781757784072;-386.9302174817093;-1.0084984844870246;-1.0727879866935113;19.983620236667996;3.3668609599967043;96;133;22
989.5199176642137;-954.4489566564074;0.06201770382619298;-0.01125747987335446;657.7642162224575;10.790060347446271;124;192;233
-1028.1045325925609;1410.2362373682324;0.012469863138396074;-0.09006682191644436;531.8804900631923;10.052447477091674;190;243;115
-660.4562931040387;681.7682566246701;-0.6492674103307474;-0.6501049553400902;95.90049271663877;5.679028812263488;192;46;7
-389.3536703610235;-1624.6142335404404;0.01990191740226133;0.22509000672313173;314.359250512342;8.436115960237204;233;111;45
1704.2005400158355;1941.140973257131;-0.01488688056824603;-0.41976641605280185;280.20474739671243;8.118808335360349;92;1;85
726.9759932419568;382.1144603841336;-0.04723521801092078;0.0516605187293623;1681.6437485002402;14.75406836908005;187;152;123
1409.1134710047793;1543.1517970863872;-0.1542932773803171;-0.14612663738307458;248.18110505608527;7.7969251293353;13;213;218
-6.0900575631926115;1563.0931473327423;-0.07086023454555959;-1.1284941124395746;73.16505895424335;5.18921543884375;32;128;216
1737.4640813751348;-1572.759038899253;-2.119288782680144;1.4460201461527604;409.25800296214305;9.211552948664703;119;234;109
954.2648245512114;1822.584817077799;-0.06407738865476907;-0.4210050657764412;611.0048366924804;10.528067852466283;124;74;24
1653.9306949308925;-235.29851761200746;-0.40889440192289117;0.03969845850224565;434.8871450218136;9.399959505665764;218;255;157
1189.0090342365554;-895.2097152962399;-0.6438395573530954;-0.0074060773631942824;81.08552940147435;5.370090170101835;195;233;122
481.396544899636;2017.880767814316;2.4214505113536204;0.2615974721335078;752.8028377321776;11.286541299215285;199;200;157
-505.45610424707996;1637.0028920345248;1.3686503133651946;1.218770789000127;113.8510068470417;6.013298338998455;80;62;246
-1073.1947378537195;1594.508840872846;-0.13439667281678436;-0.2884205121903097;586.0457219060373;10.382715626255502;121;94;126
972.7568860139247;1766.1876629065243;-0.7062868217800744;1.3602970454227126;757.7070429616844;11.310997348739853;172;172;78
-113.20780236650411;-373.08221103891924;-0.358936381668655;-0.6465523551639016;66.41085256393582;5.024353000710854;225;190;102
246.83142958585688;-1622.760408157922;-0.16574920451144612;0.25380103449753666;246.1205108914226;7.775286402154851;34;149;149
-1756.6886545639388;-1810.736983817388;0.13015360625436356;-0.027894284906791158;31.842278103161924;3.9324979320437996;132;162;29
214.29948709382356;165.27809954466562;-0.3948910195970254;0.1414610428264545;964.9115350228005;12.260164348198321;158;84;95
121.4626883508879;-960.8018707762167;0.08985328445918578;0.3566517346788682;450.15172531680355;9.508677083055971;254;190;161
-15.84943432184736;-191.8177213937921;-1.1061200076140327;-1.169165275655454;121.61700466006968;6.147028502299034;22;214;31
1079.3533640159296;1169.8176527932926;-0.2638838536580699;-0.2654662812204965;987.4793765703945;12.355011025312256;254;162;82
2025.3968092126615;-288.2810415515899;-0.46104312486316834;0.11351847860551464;392.59158395379296;9.08477385521675;104;180;234
-1483.396299702693;-279.3063129961906;0.6695950147601207;0.2615873880271073;123.83579214484196;6.1841856889907785;89;228;153
389.70268728407956;100.74499942828352;0.48630791544268825;0.6014138970055509;149.03814360452031;6.578086853432234;116;43;148
-564.764981249207;-1795.908338063156;0.1380866424607592;0.6917909473268024;116.53370395080533;6.06016305376371;181;73;21
-69.61617193654105;-789.8500626282316;-0.007099329478603999;-0.08371339210237978;214.96309605838465;7.432274855303177;177;198;35
-1284.3087119674567;483.7296250494422;-0.2355085136254982;0.006521207140676407;570.027763621293;10.287246084037587;134;142;112
-159.0922439442474;-170.98519788551323;0.037645143476618355;0.25948173413114467;820.6449463805152;11.615882912166306;24;114;75
1721.596476754771;1595.6838560159244;0.37481559019022254;-0.29263161951618183;956.6442794746323;12.225049290735235;26;232;114
1299.5144167786318;-1809.4138043508103;0.35136632457642536;0.284914092469365;401.6458875268462;9.154084157089247;32;121;35
-100.90592018961883;-1523.902548068938;-0.08566762127712735;0.43665813750273796;451.67176678844675;9.519367808369513;114;39;34
-651.0355062413694;1790.996357168961;0.1276091514952625;-0.3660122943782174;113.0413524510813;5.999009838425968;94;79;135
-1931.0920242080645;569.8471397319819;-0.13343240468569723;-1.0539398966876594;291.2937913653486;8.224525824929797;20;16;71
25.82719005036938;656.4717078513979;-0.1815889869992316;-0.028560203776480667;545.7790855727652;10.139256013520834;135;149;8
35.82873915765476;-378.1360261314347;-0.12412191855963603;0.22831074459601863;446.0727180027551;9.479869234277338;0;244;196
557.9397271313768;-819.8983412648499;0.48413217542044584;-0.5074107605651156;331.90570409447434;8.590241325559587;173;43;158
-620.110054765526;-788.8085615334634;0.057105767099182664;0.12376036553905176;719.4372078404868;11.117268401730877;71;12;186
1021.3093804108757;990.7264120437809;0.6472037362774306;-0.33386539288953854;264.79288106066605;7.967142057320596;244;152;99
-915.6751923798516;704.403405713552;0.17565529873898458;0.0412977156532223;199.62580716147826;7.251135503424725;250;50;252
-1189.4110706437443;596.0591545887909;0.2602553976545456;0.4886481804424073;469.59527621711874;9.643655753027488;47;155;199
1644.1415481649146;-1118.6110438714356;-0.1552371029661534;0.18428991146211207;506.89166706799585;9.892487492207172;175;238;76
135.29193508412024;-1676.0775550734857;0.04146795679595161;0.2510323022145946;167.5959958419815;6.840507740827084;24;182;39
-1294.1607622471618;-975.5520550999161;0.4165839991143691;-0.19819592918833873;860.3195236583674;11.800137070954738;61;113;45
1209.8223888575571;1316.503551630884;0.10090423660228892;0.10494504589383014;172.9689972372656;6.912840689922417;117;209;54
-1859.3736585098395;1366.2819580998648;0.16157917690741064;-0.1332057642128232;978.9480600483138;12.319327740984942;251;224;194
213.10825425917463;-1874.7368487012905;-0.14801160711284242;0.667765992281731;240.57075919222004;7.716400114644635;57;149;189
58.21723498631497;-1797.9502688498392;0.06768411057483109;-0.19227210075927187;151.4069361694292;6.612754245188014;247;253;21
-1275.2103688188079;178.95749987881703;8.174852279808954;4.651088801631653;4.690231382827804;2.0768185233350667;216;22;199
-730.3790556423542;905.7302944980721;-0.13109434174137782;-0.008944875905655177;512.7134717039352;9.93021615743212;137;216;70
1140.5588217620602;1005.5719048435989;-0.24064136884684184;-0.1522264251104522;172.11728161841683;6.901475522388679;12;197;199
1138.1509703575018;456.46990078500164;-0.0440364575331581;-0.038317816085927645;967.7554933891445;12.272197643789488;222;168;3
399.25687821512406;51.48195974071972;-1.3862995120495623;0.5929548876876745;862.6992308012872;11.811007070672295;188;191;224
-682.685658116089;1768.895774798568;0.12943327756619044;-0.3551526133489221;465.3824084049589;9.61473045538816;54;176;117
-1781.7478470500985;49.89075982800659;0.02942426103351735;0.3089649685769603;326.0401762068248;8.539337246704847;77;149;224
653.4403465751407;-1234.2906586682407;-0.167985445535381;0.027173576052031828;384.782780604272;9.024136768637355;184;100;252
-1637.6627770952243;-734.3898281406549;0.11310438563211556;-0.4186094924421911;900.3049656596114;11.980189133654493;179;80;225
-826.8344927087733;-419.4606895055234;0.030641316651248165;0.2306877663742988;815.876711921585;11.593341749409666;3;132;176
-476.3793306470576;1367.7205996507896;-0.06901717139515512;-0.3032874255457277;766.6159234055759;11.35515511377534;24;34;115
1465.232668191823;-269.21061057148626;-0.5188631569961565;-0.352627555668099;841.5247869911842;11.713574123000646;70;6;200
516.7705055301858;-1521.9602782369946;0.26641192676307923;0.9178284986021321;508.2156909667483;9.901093211558463;138;2;26
1570.902663251861;-1780.8215951961454;-0.20736116089431747;0.23831529345993727;1271.2531567051983;13.44036740356729;166;143;34
-210.99158359620787;-687.0981656971508;0.0402120731829177;1.8656652705303969;20.09514075511876;3.3731123761793325;23;255;24
-818.2983252095742;-1288.6178351772664;0.22156515337690297;-0.39678195257000726;142.4519240376576;6.479724864817972;212;195;11
1727.9058400543497;-1566.0006180717112;0.6398057223728477;-0.9327985601171878;714.0883174954864;11.089648186247546;48;225;18
-785.9111611888499;-1771.5193959207163;0.2296877922672501;0.30943607160186276;136.275113761871;6.384682572659775;111;40;114
979.5380295162382;-1202.1007357934755;0.26530485491733113;-0.19527899115293293;956.6769425826832;12.225188424151902;14;228;62
-1659.5823811405623;-1262.3185640947038;-0.057877073706681485;0.05526362342202725;1232.617558729908;13.30280553807078;189;173;134
267.8473252001987;-134.99695582533826;-0.44134807208894383;0.0036607920803685065;292.17344763168387;8.232796381462702;234;57;132
-836.5713218533133;1028.2904902457117;0.039175530452853394;-0.07848212895608675;688.9411045478209;10.957912415900573;135;95;85
811.9858338583332;1160.7987982548227;-0.07146153648529009;-0.11156984342194498;926.9386131297941;12.097179286188096;253;111;225
-963.0237124416802;1048.9477383801711;0.3679666283344384;-0.1324320918072154;575.5284564464214;10.320230402189464;37;67;212
264.57997893432616;72.06388455442082;2.1751217866816557;0.8842106951374725;100.67346111307769;5.771722722807904;63;203;26
-1893.147875791016;-318.96055723631275;0.08130911873486331;0.265898745653637;181.71430781496304;7.0274349454475225;40;141;250
1285.2265328319315;93.05011869575675;0.2637082215779592;-0.2482695788798476;127.2095279675895;6.2398431486326045;135;70;72
1514.615143955466;388.3419917749412;-0.1906087071695236;-0.023940774002952716;465.3360873867944;9.614411449718112;28;117;229
2031.7556944774944;-1241.5554428451242;-0.36055274520337277;0.053319169632016605;847.8144561148611;11.74268465900298;143;21;61
-1149.5539562129127;1414.1969962883643;-0.12780280620727558;-0.42896478976483643;906.6586152511759;12.00830537024476;204;225;187
-87.35770171505628;367.23595742736853;-0.07551607019928852;-0.013681670766258352;795.3256866157235;11.495171691350382;98;27;67
1275.3760306321226;-329.05983984091336;-0.10254760945034207;0.2992470930219923;618.6932913456337;10.572043177844556;58;14;67
857.0487339664144;243.4392308807206;-0.11471053080565159;-0.21118084338920398;890.8252290037246;11.937992323306963;15;61;79
128.31692448649352;1753.5956079828882;-0.6421872684577116;0.1266028187164083;772.789996539731;11.385557207716662;226;255;155
930.3977822145912;-421.52173394577596;0.7428554951395998;0.28974263981404436;179.82775268473043;7.003030721224818;50;187;185
-936.4714616569449;-308.0841392441325;-0.3287898523999226;-0.14343991983613952;725.7320730519989;11.14959857373224;18;179;46
-1795.3435239697064;1117.3952780915608;0.3823908018171685;0.14179553583922716;1601.2384910242545;14.515069946208722;166;131;37
740.138538576135;-7.0260370236584615;-0.07008058607247108;0.005282933817470055;998.004236101855;12.398750500239762;123;9;113
890.990605678026;-921.3099914157996;-0.7439330004674629;0.6177790864739623;761.4842956367937;11.329761722970673;68;160;94
657.7016738899652;-185.50494907210498;0.014633177024808666;-0.05430674854088941;503.5947403883252;9.870993238896055;122;51;178
-80.73717051755659;299.33978397518405;-0.4870211001017274;0.008270466152364965;588.6937561788419;10.398330153369484;152;224;98
-68.69563140154526;443.74606685184403;0.8108974431161302;0.32891747796810844;21.41058897620257;3.445164768647168;206;222;128
1814.3089197899171;-37.74086444009;-0.23942327956493475;0.719319159934415;109.67776669341627;5.938908835668163;116;72;147
181.7348113914133;1153.2248041858952;-0.18815209004433056;0.05182839884616295;360.34888471571315;8.828932299437833;209;204;182
-1151.9056602612031;614.6408769834825;0.010830087103592892;0.09522046702367501;606.2834035171403;10.50087976607909;214;196;78
-1915.3209927136368;-817.6509334011736;0.5626874188600169;-0.011039132248826536;66.42738612097232;5.0247699181821925;236;142;142
-1895.9352727041326;1893.9428361737032;0.25913904617888245;-0.4343228786264264;155.18633431768734;6.667324878083389;235;48;36
-290.5475801157355;1167.8525556890127;-0.05144183387439307;0.2583554861525869;594.0154136694549;10.429569056270324;118;237;102
-506.44467788366666;1864.70498181531;0.34890163008999797;-1.4442377574306255;746.6535378775768;11.255725720019493;111;208;216
452.50234024837926;1027.1899356535075;-0.4623702395483958;0.25114907742541737;772.1259600651139;11.38229517800435;133;164;145
-1038.6731844281135;1545.2678922096713;0.11886147118008437;-0.1227966102530576;461.8295830787987;9.59020098271239;59;11;71
-394.43643083756876;-940.8775098045995;-0.3835098985128731;-0.23661048729038703;515.9396706044602;9.95100092442323;172;199;98
760.8209879385078;149.70986018252287;0.011791858859879406;0.13709561729212766;702.2203433450796;11.027868907557293;160;247;251
-617.8142479460411;1469.4219013133927;0.1310491728044068;-0.5645899234532723;751.2639244171021;11.278845234687148;126;168;88
-1314.9777756983203;-318.42630692597;-0.09293351444604721;-0.8215756039290046;559.0973412797151;10.221067779088855;182;196;40
-1503.6923246785075;-466.0610171537199;0.5005520926706811;-0.3243196388931412;472.44671129766465;9.663135497398867;24;230;55
-1299.0771949905188;903.1241306737741;0.7571060378267704;0.15323064555063848;142.31521692587182;6.477651398054703;69;91;181
-1812.3622781285178;109.40483988824232;0.9407038592125908;-0.6595082679940111;988.1893565819436;12.357971326613884;35;233;3
392.0586215122591;701.5122663945516;0.021670864212772763;-0.012876465443149803;701.0728324984962;11.021858686498476;168;150;208
381.3721855684862;1982.984948759983;0.9400687822084851;-1.6513568053322643;245.2341008089688;7.765940868059308;95;127;221
-25.35435164119169;1832.8096272686685;0.11953181534984123;-0.3959551638762449;557.7374175876482;10.212773959587603;132;12;116
156.04900195696453;1898.8573342652148;-0.18338972689884592;-0.35314218108719964;618.1536163326822;10.568968349358636;206;84;193
587.9639522974853;1771.5675115844265;-1.307322335332058;-1.13378319946051;4.625719606658465;2.0672526653819205;210;156;120
-160.7905210118261;-541.9703143626334;-0.523368376997203;-0.8263946516876126;515.3189612106348;9.947008753280736;134;186;214
-965.980392782378;1268.7975832419268;0.973686315791503;-0.5403126111351186;684.9106833661315;10.936502067347083;9;48;7
-785.5516773822188;-1476.9014568709529;-0.22297810728701692;-0.07591674438909563;160.29287632317892;6.739668462113548;199;54;14
861.7908833108443;-1727.898262803595;-0.05574168163122216;-0.09787695063239735;273.44040702664915;8.05294420054185;71;248;130
1004.7936713549894;-1842.692803467442;0.06197951436898829;0.007955392010288847;864.2576984059235;11.818114993579208;218;194;1
752.6209735441574;417.2660083487428;-0.368340292490237;-0.20798059553969497;564.7637110378279;10.255481455948825;116;63;209
-747.1335620978481;-1131.3818370013769;-0.029921374007662153;0.2216567369727035;721.7396298449327;11.12911534071478;255;133;160
-413.83350180230366;-1317.7168231215499;0.029936451220713076;0.3491609781275188;529.3668359463389;10.036586591542873;211;131;215
-1766.3612282926729;-1455.8414427940927;0.024264470719612033;0.17848265066808125;226.08009237302676;7.558249660277841;105;59;53
-1289.5534427540665;210.50753884125137;-0.044069495600887944;-0.10468959346482973;853.5123788319814;11.768932373293563;143;32;85
-1944.835700288529;332.09508769469596;-0.36689545010154667;-0.3474183810093962;790.4552496450958;11.471658815038065;3;61;150
-1926.3253837745588;-790.2654917876245;0.3108167037297931;0.03508135377815632;775.5587553869871;11.399138426054412;10;116;103
-487.3831255709524;1838.044032166578;-0.9189274255350527;0.38986482803072453;856.1443463944959;11.781017206075559;246;117;23
847.2986410894748;896.628223517023;-0.25210640234391457;-0.2882777904860063;951.7822884725257;12.20430348826595;148;46;229
