x;y;vx;vy;m;d;r;g;b
-254.592374107041;-889.3595992317868;-0.40396100938990637;0.26511625547919176;55.275638223934926;4.726195849657409;83;78;91
181.44338777468874;-1646.8406473595508;0.40464330759115535;1.6466903802404433;1083.4957726139326;12.74313252387401;168;109;149
-440.9489632688606;-770.6277193510068;0.3487449724398577;2.1369437078538565;226.67510541877363;7.5648746244164;149;93;90
-1259.1227558640846;3.2905570227457623;0.6799603691788245;0.36249404229672066;1362.979358182503;13.75614944989443;137;107;108
1604.4671015465585;1762.699045859762;0.43839192706161595;-1.9183042088282567;303.23281135470097;8.335388696653437;169;225;33
657.8306404481965;-31.890354746123727;-1.171587981120726;0.7463615239204774;325.1754064132072;8.531780816672669;238;218;103
633.0364806816664;-1953.4938441715487;1.7941683051058834;2.3659654482396277;901.9066277299363;11.987289263701147;209;13;70
1510.1477017451875;-388.1569510628005;-2.864998614946869;-0.4444308120041893;19.983620236667996;3.3668609599967043;96;133;22
989.9032477466297;-954.3741967476184;0.3963512835411096;0.09726788155122702;657.7642162224575;10.790060347446271;124;192;233
-1027.9321936225624;1409.763870167442;0.19301472785184262;-0.47071170414689406;531.8804900631923;10.052447477091674;190;243;115
-663.3030827952803;679.7045211148063;-2.8099307230019153;-1.8237122310166844;95.90049271663877;5.679028812263488;192;46;7
-389.2912901617456;-1623.555799332059;0.054993833363226496;1.033485834685434;314.359250512342;8.436115960237204;233;111;45
1704.1497933453375;1939.2438223732481;-0.03854395730447927;-1.8336099676288344;280.20474739671243;8.118808335360349;92;1;85
726.6831911813196;382.3815022488505;-0.2957800424213437;0.2736257428729595;1681.6437485002402;14.75406836908005;187;152;123
1408.3583986352305;1542.452320207348;-0.7455770745687995;-0.6831764250097002;248.18110505608527;7.7969251293353;13;213;218
-6.026549532345273;1557.8737750922194;0.1706082864320672;-5.25327218182508;73.16505895424335;5.18921543884375;32;128;216
1729.3517377536386;-1568.7259308830392;-2.1934716486255623;-0.3602986757485926;1123.3463204576294;12.897484509330917;73;228;51
954.0759255295836;1820.6866731816162;-0.1603463422240882;-1.8398364573605188;611.0048366924804;10.528067852466283;124;74;24
1652.1631515234553;-234.8261292934393;-1.6981418416967708;0.5173688615659872;434.8871450218136;9.399959505665764;218;255;157
1185.3583945269033;-894.9768394095282;-3.82418224854638;0.35070751505885767;81.08552940147435;5.370090170101835;195;233;122
487.60487345400566;2017.43198061655;-0.21990759852745245;-1.7110205068828706;1690.4605396523411;14.779808434123568;184;213;71
-501.61648578648374;1640.1051246329407;-0.3123934184528479;-0.9907474046882424;442.2280320742424;9.452555050707682;99;53;150
-1073.5902996690688;1593.138407598496;-0.3425222392321279;-1.344094369440301;586.0457219060373;10.382715626255502;121;94;126
970.3555982519931;1770.612730004438;-0.14538379663436143;-0.4934816959689861;1367.7656481210784;13.77223284335486;147;160;102
-114.48795264089684;-375.57646770996064;-1.1873872340164202;-2.3568539259751855;66.41085256393582;5.024353000710854;225;190;102
246.0538572168082;-1621.520312633728;-1.2852330985674874;1.2364834008511885;265.41371396806437;7.973363779631159;44;155;140
-1756.2134343398886;-1810.6403642331106;0.4353870225387051;0.13563261966784695;31.842278103161924;3.9324979320437996;132;162;29
212.40377194596414;165.9466201456588;-1.9269436413881738;0.6522073263005548;964.9115350228005;12.260164348198321;158;84;95
121.89285161012705;-959.2363991304202;0.42241641629571486;1.5116970726223218;450.15172531680355;9.508677083055971;254;190;161
-20.00747841144069;-194.8519781991393;-1.572286914261974;-0.19869672233645233;297.19932254086075;8.279734248159253;92;219;120
1078.170490672167;1168.6180379928705;-1.1709703430135587;-1.1636759756718218;987.4793765703945;12.355011025312256;254;162;82
2023.0693196890356;-287.9246045741807;-2.3046040933097607;0.3127985506963562;392.59158395379296;9.08477385521675;104;180;234
-1479.5633143390196;-279.1378748240857;3.958041320026855;-0.03944733137761674;123.83579214484196;6.1841856889907785;89;228;153
391.961494158272;103.23547952694054;2.4454841470477424;2.736501405960912;149.03814360452031;6.578086853432234;116;43;148
-563.8376039410715;-1793.6090198675292;0.9672395357285319;2.0646361464021497;116.53370395080533;6.06016305376371;181;73;21
-69.40934553643771;-790.3780123922884;0.2513609465021139;-0.5443533186699971;214.96309605838465;7.432274855303177;177;198;35
-1285.4968644915473;483.82480802068255;-1.2225434427295436;0.16213922425326105;570.027763621293;10.287246084037587;134;142;112
-158.83488768676932;-169.6960718584603;0.2691115997281147;1.2902216740408312;820.6449463805152;11.615882912166306;24;114;75
1723.4330471491824;1594.0017900994433;1.9014047292319547;-1.9332174464120908;956.6442794746323;12.225049290735235;26;232;114
1300.8325875604676;-1808.0049984711682;1.224868838142304;1.3980361541047506;401.6458875268462;9.154084157089247;32;121;35
-101.43618852418784;-1521.721766455131;-0.5611636491475923;2.174106318599703;451.67176678844675;9.519367808369513;114;39;34
-650.4141220067254;1789.2741698394598;0.6130118542640051;-1.6843523714275246;113.0413524510813;5.999009838425968;94;79;135
-1933.777149422761;561.2111199219947;-2.6081559154330645;-1.9033454621915666;590.5645617687652;10.409333431668438;94;42;58
24.92941884690206;656.4944065478591;-0.8864932370955685;0.06023909464621112;545.7790855727652;10.139256013520834;135;149;8
35.32073105751247;-376.96818010418446;-0.4869779777499435;1.1605999160203588;446.0727180027551;9.479869234277338;0;244;196
560.8336094178208;-822.4157228675845;3.247900645268426;-2.6137061519051428;331.90570409447434;8.590241325559587;173;43;158
-619.724836896514;-788.3011367464701;0.40474327682641387;0.49776986602971274;719.4372078404868;11.117268401730877;71;12;186
1024.3916662885304;989.1974698293077;3.2230992646704846;-1.5515598989985164;264.79288106066605;7.967142057320596;244;152;99
-915.0934021356949;704.3667447670149;0.5199354552287975;-0.08154698746316988;199.62580716147826;7.251135503424725;250;50;252
-1188.3997082204276;598.5574100670736;0.9313769434157779;2.585956393369464;469.59527621711874;9.643655753027488;47;155;199
1643.4379272088413;-1117.8367863115711;-0.681510428461245;0.7384903326462453;506.89166706799585;9.892487492207172;175;238;76
135.52410453775983;-1674.7454147316305;0.2331009786788471;1.3303087981577846;167.5959958419815;6.840507740827084;24;182;39
-1292.0609720778218;-976.5758535706086;2.085406657495426;-1.0370560182190023;860.3195236583674;11.800137070954738;61;113;45
1210.4780793742912;1316.4514496017591;0.6769742723488265;-0.1564617410245219;172.9689972372656;6.912840689922417;117;209;54
-1858.5539333758074;1365.540820514592;0.8115479867967093;-0.7461108754127767;978.9480600483138;12.319327740984942;251;224;194
212.6441460826718;-1871.7406078390698;-0.4093003895443171;2.9140793345301197;240.57075919222004;7.716400114644635;57;149;189
